time,seconds,z,y,x
1638584143800076800,0.0120769042968742,-0.05559044466761254,0.13645594754531604,-0.0004611215559387447
1638584143820158700,0.0321586914062503,-0.11335327047325798,0.46586115878959067,-0.009424394400694225
1638584143840242000,0.0522419433593768,-0.16000561365073335,0.7776347297190388,-0.021767788393818464
1638584143860323800,0.0723237304687494,-0.18528160629989351,1.0528124934742384,-0.04126611584202286
1638584143880406000,0.0924060058593756,-0.18136910945140164,1.2767535747664693,-0.06954633799723506
1638584143900488000,0.1124880371093741,-0.14413523457438085,1.4402392537464541,-0.10571549120941494
1638584143920571000,0.1325708007812505,-0.07388024451587694,1.5398283964001642,-0.14668225237481378
1638584143940652800,0.1526528320312508,0.024631909925315547,1.5777087939341248,-0.18800950906884697
1638584143960734700,0.1727346191406233,0.1427715116584736,1.5611778077419105,-0.22497708032405359
1638584143980818000,0.1928178710937498,0.26900773124786975,1.5017357358504162,-0.2534953481568048
1638584144000899800,0.2128999023437501,0.3900952529927314,1.4137546510752723,-0.27061267007105727
1638584144020981800,0.2329816894531244,0.4924580382575151,1.312796977897472,-0.27457087794507806
1638584144041063700,0.2530637207031248,0.5637077332048201,1.2138233968990877,-0.26455512218677635
1638584144061146600,0.2731467285156235,0.5941451586445097,1.1296375868324804,-0.24035204289898454
1638584144081228800,0.2932287597656255,0.5780597083571339,1.0698793622581333,-0.20207519212412858
1638584144101310700,0.3133107910156258,0.5146573541373841,1.040709985657884,-0.15000978275332771
1638584144121394000,0.3333937988281246,0.40846539285455696,1.0451158736308501,-0.08456576160999589
1638584144141475800,0.3534758300781249,0.26907440119363996,1.0835886151238578,-0.006344871307434295
1638584144161558000,0.3735581054687493,0.11015433328874191,1.1548895298739343,0.08364847279341228
1638584144181640000,0.3936398925781237,-0.05212680589990268,1.2566604201781921,0.18366150211780768
1638584144201723000,0.4137229003906242,-0.2009330768715287,1.3857252374778246,0.29079306658571835
1638584144221804800,0.4338046875000003,-0.3204205661481935,1.5379927560787396,0.40065788413615533
1638584144241887000,0.4538869628906248,-0.396974384676784,1.7079273624020217,0.507222387457771
1638584144261970000,0.4739699707031235,-0.4200508197941217,1.887644726404108,0.6028831397460753
1638584144282051800,0.4940517578124996,-0.38283365362288607,2.0658318782085425,0.6788280154732305
1638584144302133800,0.5141337890625,-0.2829021133693325,2.2268377909350745,0.7257066230642649
1638584144322216700,0.5342167968750005,-0.12298408352883247,2.3503434034016193,0.7346145750465831
1638584144342298600,0.5542985839843766,0.0882663606225971,2.411952584250786,0.6983434865713112
1638584144362380800,0.5743808593749993,0.33567154894995865,2.3848552631517097,0.6127941556514251
1638584144382464000,0.5944641113281257,0.5974709319629647,2.242451906019642,0.47841529543133376
1638584144402546000,0.6145458984375001,0.8462042014984303,1.961607223891552,0.3014562255447647
1638584144422627800,0.6346279296875004,1.0507649856124974,1.5261476364540647,0.09467710534082663
1638584144442710800,0.6547106933593767,1.1795341204825203,0.9303374495228803,-0.1229272248102455
