,time,seconds,z,y,x
1493,1637797913130327800,30.01232788085937,1.9602151998519897,-5.762542951744795,1.9260145318254829
1494,1637797913150412500,30.03241259765625,-0.7871101623892783,-1.9398212311208247,3.8054990754053
1495,1637797913170497500,30.05249755859375,-1.3907704677879809,-0.8855810580134391,2.862323614296317
1496,1637797913190582500,30.07258251953125,-4.472285114541649,-1.565526730713248,0.1553211292888969
1497,1637797913210666800,30.092666748046877,-5.374932458168268,-3.394094157004356,-1.29159113163352
1498,1637797913230751500,30.11275146484375,-3.1168565937697887,-5.681301423341036,-1.6085415504448115
1499,1637797913250836700,30.132836669921875,-1.6716567627884449,-6.655165744963288,-1.6397430366553365
1500,1637797913270921700,30.15292163085937,-1.6472202406682073,-5.368918312445283,-2.3954620354808864
1501,1637797913291006500,30.17300634765625,-1.0184102964438495,-3.893884338083863,-4.463562878903747
1502,1637797913311091700,30.193091796875,-1.4443585578516125,-2.157561480247974,-4.532437093165517
1503,1637797913331176400,30.21317651367188,-3.3530583822607998,0.1745768147051334,-3.403499990992248
1504,1637797913351260700,30.2332607421875,-4.374096835251152,1.8584177901536223,-2.006535052478313
1505,1637797913371345400,30.253345458984374,-5.174711499118804,3.494756425192952,-0.2675024972923099
1506,1637797913391430700,30.2734306640625,-5.197943321624398,4.853391048529744,1.0594776353694495
1507,1637797913411515600,30.293515625,-4.220600217975676,5.502236065044999,1.1845945458568632
1508,1637797913431600600,30.3136005859375,-4.570478946790099,5.229136916789412,-0.4924808809794485
1509,1637797913451685600,30.333685546875,-4.357776984091103,5.57713377737999,-2.204928942231089
1510,1637797913471769600,30.35376953125,-5.3122284569740295,6.657926441848278,-3.837311971512437
1511,1637797913491854600,30.3738544921875,-6.922324397253989,6.630598874461651,-4.907190443256497
1512,1637797913511939800,30.39393994140625,-3.250749223648012,5.903662902528048,-4.721697974522412
1513,1637797913532024600,30.414024658203125,2.380420972084999,4.468570477932691,-2.442923020966351
1514,1637797913552109800,30.43410986328125,9.548090249228476,-0.3339887935042381,0.3644524669595062
1515,1637797913572194600,30.454194580078124,24.295067822933195,-13.779023352909087,6.536670298442244
1516,1637797913592279600,30.474279541015623,11.170367625689506,-16.970374923431873,6.013784488457441
1517,1637797913612363500,30.494363525390625,-1.0457440013103187,-7.489418766799568,1.865672437456995
