,x,y
0,0.0,258.99818555187437
1,0.004782400765184123,259.0041413017938
2,0.009564801530368245,259.0220187467877
3,0.014347202295552367,259.0518490160807
4,0.01912960306073649,259.0936848975857
5,0.023912003825920614,259.1475951445013
6,0.028694404591104734,259.213678466668
7,0.03347680535628886,259.29205072245264
8,0.03825920612147298,259.3828023390708
9,0.043041606886657105,259.4862718316793
10,0.04782400765184123,259.6023687248009
11,0.05260640841702535,259.73127885739905
12,0.05738880918220947,259.8737358019555
13,0.06217120994739359,260.0285636070821
14,0.06695361071257772,260.1985946062084
15,0.07173601147776185,260.382838513283
16,0.07651841224294596,260.57666021202124
17,0.08130081300813008,260.7924266906819
18,0.08608321377331421,261.02059133680245
19,0.09086561453849833,261.2571826817458
20,0.09564801530368246,261.5235448515773
21,0.10043041606886657,261.79153636114
22,0.1052128168340507,262.09000590897995
23,0.10999521759923482,262.39400105825194
24,0.11477761836441894,262.69369050557583
25,0.11956001912960307,263.0565599296347
26,0.12434241989478718,263.429569858204
27,0.1291248206599713,263.7835600865911
28,0.13390722142515543,264.23997581075207
29,0.13868962219033956,264.62982333086927
30,0.1434720229555237,265.05650104874223
31,0.1482544237207078,265.52053774632407
32,0.15303682448589193,265.983668216284
33,0.15781922525107606,266.5410596629061
34,0.16260162601626016,267.13251455739066
35,0.1673840267814443,267.54369803357105
36,0.17216642754662842,267.980977736504
37,0.17694882831181255,268.7218310650116
38,0.18173122907699665,269.4268492136136
39,0.18651362984218078,269.94645298190676
40,0.19129603060736491,270.93981263149766
41,0.19607843137254902,271.0817809313855
42,0.20086083213773315,272.5474672561366
43,0.20564323290291728,272.8583204949672
44,0.2104256336681014,272.8668219152502
45,0.2152080344332855,274.8200258940427
46,0.21999043519846964,275.7475628662617
47,0.22477283596365377,277.0655302686885
48,0.22955523672883787,277.3538022320385
49,0.234337637494022,276.88809354762407
50,0.23912003825920614,279.2391855320442
51,0.24390243902439027,279.28965758648695
52,0.24868483978957437,279.58104344701275
53,0.2534672405547585,285.7000928853393
54,0.2582496413199426,284.46668237178557
55,0.26303204208512676,285.1135368784507
56,0.26781444285031086,283.83951987694303
57,0.27259684361549497,287.9048917515296
58,0.2773792443806791,290.3099255509937
59,0.2821616451458632,291.4231237726278
60,0.2869440459110474,289.77319237311923
61,0.2917264466762315,295.67697793179144
62,0.2965088474414156,291.0652711068574
63,0.30129124820659975,292.60305058500245
64,0.30607364897178385,296.840879050256
65,0.31085604973696795,302.55619120018014
66,0.3156384505021521,303.4532024825813
67,0.3204208512673362,302.1992972625752
68,0.3252032520325203,297.74314663232224
69,0.3299856527977045,309.1481787318243
70,0.3347680535628886,313.0015207870374
71,0.33955045432807274,327.22184238447414
72,0.34433285509325684,321.1348632871863
73,0.34911525585844094,322.3113821417497
74,0.3538976566236251,320.67406542585985
75,0.3586800573888092,323.35808831970166
76,0.3634624581539933,335.0650284842863
77,0.36824485891917746,325.4422850657731
78,0.37302725968436157,363.4155522610967
79,0.37780966044954567,344.0030780786524
80,0.38259206121472983,322.49586164558303
81,0.38737446197991393,343.6689063597488
82,0.39215686274509803,352.5957271049932
83,0.3969392635102822,370.9817065685591
84,0.4017216642754663,345.93436741091955
85,0.40650406504065045,364.686677862476
86,0.41128646580583456,398.12058049272105
87,0.41606886657101866,319.41523546416977
88,0.4208512673362028,354.1128683710475
89,0.4256336681013869,429.00574587132616
90,0.430416068866571,392.41819906222
91,0.4351984696317552,450.28339455808873
92,0.4399808703969393,378.31842757071263
93,0.4447632711621234,374.77235400527496
94,0.44954567192730754,426.02876789158137
