,time,seconds,z,y,x
1489,1638145795187230000,30.01222998046875,3.9759149710386983,3.397691889235377,-0.92079996317178
1490,1638145795207374800,30.032374755859376,5.757104560083151,5.3166994649082415,-1.380987032659352
1491,1638145795227518700,30.052518798828125,5.457934566503763,6.120313018330931,-0.1407592642446979
1492,1638145795247663600,30.07266357421875,5.6968689948290585,7.520624636924266,-0.4940629625391214
1493,1638145795267809000,30.09280908203125,5.713752325090765,8.631099907472729,-1.1493190882056952
1494,1638145795287954000,30.112953857421875,5.718362449234724,9.288107187655568,-1.1248532669257372
1495,1638145795308098800,30.133098876953124,4.608858361805975,8.59709710010588,-0.2977357960578054
1496,1638145795328242700,30.15324267578125,3.0700077488332984,7.787991379007696,-0.4688891391202807
1497,1638145795348387800,30.173387939453125,0.5647469296365976,5.929932485294342,-0.1967483145028352
1498,1638145795368533000,30.19353295898437,-3.887189224359393,1.353816993921995,0.0242784089490771
1499,1638145795388678000,30.213677978515623,-17.108130366218088,-11.950255435609815,-0.2286938970789313
1500,1638145795408822800,30.23382275390625,-15.619011752402782,-26.221824989819524,6.960009692525864
1501,1638145795428966700,30.253966552734376,-4.811488135562837,-3.631567865127325,-1.0304389532160014
1502,1638145795449112000,30.27411206054688,-0.3531842001006007,7.763010082486272,-6.158406309881806
1503,1638145795469257000,30.294257080078125,0.3108487409353256,1.5212848534047605,-6.126129595655202
1504,1638145795489401900,30.31440185546875,3.523708378911018,-2.3531869282007216,-2.842220737466216
1505,1638145795509545700,30.334545654296875,1.2490545969381928,-5.659967543411255,-1.5513947449862957
1506,1638145795529690600,30.354690673828124,-1.3383762636840342,-12.021945876336098,1.150865148603916
1507,1638145795549836000,30.3748359375,7.088976848700642,-1.679965010797977,-0.618311054302752
1508,1638145795569981000,30.39498095703125,7.563640771830081,7.970986477968096,-3.43451063080579
1509,1638145795590125800,30.415125732421878,3.2740453435614705,6.404602838164568,-4.622754200689494
1510,1638145795610269700,30.435269775390623,5.23762709723711,7.01561058371663,-2.0359946634575725
1511,1638145795630414800,30.455414794921875,7.529958866980672,-1.3302531629830598,3.650869070185721
1512,1638145795650560000,30.47556005859375,4.253762482865154,-6.89498280134201,4.752694878071546
1513,1638145795670705000,30.495704833984377,0.8310305526584386,-6.331338864511251,3.5086043332815167
1514,1638145795690849800,30.515849853515626,0.0920078370898962,-0.6673632545024156,2.1964801167070864
1515,1638145795710993700,30.53599365234375,0.7783160305589437,3.322106779158115,0.0758323628365993
1516,1638145795731139000,30.55613916015625,0.7595978860855102,4.605575394612551,-0.0755911744918674
1517,1638145795751281000,30.57628100585937,0.3181996882200241,2.860940050983429,-0.3378413772791624
1518,1638145795771425800,30.59642578125,-2.704673968994617,0.1374146665245294,0.0387814199455082
1519,1638145795791569700,30.616569580078124,-4.31284449416995,-0.0499281062513589,0.7799922932080924
1520,1638145795811714600,30.636714599609373,-4.5665667417824265,2.083855023524165,0.998782635910064
1521,1638145795831859700,30.656859619140626,-3.309486951559782,3.9051545046389102,0.6321420112565159
1522,1638145795852004900,30.6770048828125,-1.906705727982521,3.8321927288025615,0.8762066420771181
1523,1638145795872149800,30.697149658203124,-0.5848743563860654,1.587571389260888,0.6863480870880186
1524,1638145795892293600,30.71729370117188,-0.4626432304680347,-0.2022492500066757,0.64990314726606
1525,1638145795912438500,30.7374384765625,-3.62749199399054,-0.1990975079774856,2.0961877047441897
1526,1638145795932584000,30.757583984375,-5.920986962294578,-6.701256465008854,4.765433363613486
1527,1638145795952728800,30.777728759765623,-3.420851231026649,-6.6977277063608165,4.868006433859467
1528,1638145795972872700,30.79787280273437,-2.4493843259349464,-6.628700931885838,2.338305000889301
1529,1638145795993017600,30.818017578125,-4.389611215247213,-8.915881310215592,-0.4346273885563015
1530,1638145796013162500,30.83816259765625,-6.355377911746501,-9.033686436384915,0.5910699961557984
1531,1638145796033308000,30.858307861328125,-5.174193612724542,-5.533756407946348,3.581561725203693
