time,seconds,z,y,x
1639030346881880800,0.0,-0.09039668763153655,0.16014227077054263,-0.2612502837034724
1639030346902028800,0.020147949218753,0.3756085650887214,-0.2239692077379858,-0.8782509085938133
1639030346922176000,0.0402951660156247,0.7892792797917196,-0.5486790977118161,-1.4495340855980146
1639030346942324000,0.0604431152343778,1.1093119339842663,-0.7645701063712165,-1.933802564730569
1639030346962470700,0.0805898437500047,1.305049741145585,-0.8400414886217985,-2.299815427343879
1639030346982619000,0.1007380371093802,1.3596913662027164,-0.7640262423370896,-2.5304377910992844
1639030347002765800,0.1208850097656295,1.271843516327986,-0.5450141587881767,-2.625141598783279
1639030347022914000,0.141033203125005,1.0553335785800249,-0.20829832896372666,-2.6001467213191374
1639030347043060700,0.1611799316406319,0.7372980377367434,0.20737105485361396,-2.485759241345126
1639030347063208700,0.1813278808593708,0.3545913193506607,0.6536939301823317,-2.321161084098582
1639030347083357000,0.2014760742187462,-0.05124992259602414,1.0776831579915607,-2.147661232751232
1639030347103504000,0.2216230468749955,-0.43992132234798365,1.4274065633824216,-2.0018636085040065
1639030347123652000,0.241771240234371,-0.7783150857182962,1.6578297650398643,-1.9101315684558846
1639030347143798800,0.2619179687499979,-1.0455324068530423,1.7357250644143998,-1.8852522712098425
1639030347163946800,0.282065917968751,-1.2358385476400133,1.6429288461725422,-1.9256349470430065
1639030347184094000,0.3022131347656227,-1.3586686918874344,1.377778615391109,-2.0169430775913813
1639030347204241700,0.3223608398437534,-1.4355392118912798,0.9549093572573821,-2.135744617535888
1639030347224388900,0.3425080566406251,-1.4946758913886131,0.40360730515658105,-2.254436490172725
1639030347244536800,0.3626560058593782,-1.5647009099826854,-0.23515952267964718,-2.3464064260270567
1639030347264684800,0.3828039550781312,-1.6685954493042296,-0.9128549514330084,-2.390350781530175
1639030347284831700,0.4029509277343805,-1.8187688061953693,-1.5782800591718493,-2.3729531153056276
1639030347304979700,0.4230988769531194,-2.013864804070792,-2.1828234729636558,-2.2896163188084695
1639030347325127000,0.4432460937500053,-2.2378367355495445,-2.6856771928875314,-2.1434367633525313
1639030347345275000,0.4633940429687584,-2.4614394753093944,-3.058637050028299,-1.9429290644353079
1639030347365421800,0.4835410156250077,-2.6457006149338893,-3.2897730401936593,-1.6991111390885012
1639030347385569800,0.5036889648437466,-2.7467543050424035,-3.384811654815761,-1.4225800104964543
1639030347405717800,0.5238369140624997,-2.721850498003284,-3.3651296614393718,-1.1212175433601683
1639030347425865000,0.5439841308593714,-2.536579465087716,-3.262159085383311,-0.7991266131134259
1639030347446013000,0.5641320800781244,-2.1725480967538093,-3.109394778528606,-0.457333634450666
1639030347466159900,0.5842790527343737,-1.6334444217990263,-2.934242184316257,-0.09650559103837378
1639030347486307800,0.6044270019531268,-0.9471035649571463,-2.752003441407002,0.2790069856685885
1639030347506455000,0.6245742187499985,-0.16240683321728927,-2.5634265412027366,0.6578012409037542
1639030347526603000,0.6447221679687516,0.6584027645016928,-2.356009787048659,1.0211123616261186
1639030347546750700,0.6648698730468823,1.4502489844122326,-2.10821796803272,1.3464770033060984
1639030347566898400,0.6850175781249987,2.1562475349507118,-1.795198950133025,1.6137819278426722
1639030347587046400,0.7051655273437518,2.736442092665989,-1.39460983404394,1.8105778196209248
1639030347607193300,0.7253125000000011,3.171676105768886,-0.8916867543932059,1.934181973445909
1639030347627341600,0.7454606933593766,3.4615188763733635,-0.2832352632007879,1.9901382770377634
1639030347647488300,0.7656074218750035,3.617517494650769,0.4197401543294448,1.988357270999352
1639030347667636500,0.785755615234379,3.65497395910103,1.1913990829546295,1.9389787478427256
1639030347687783400,0.8059025878906283,3.586718480237669,1.9930249883948241,1.8498163171569437
1639030347707931400,0.8260505371093814,3.4207067695171833,2.777274306615536,1.7261475206545605
1639030347728079600,0.8461987304687568,3.1609978544922295,3.493343973835166,1.5720752748447244
1639030347748226300,0.8663454589843695,2.8104882327084626,4.091689583612583,1.3920662503638461
1639030347768374500,0.886493652343745,2.374011951613972,4.527921643523574,1.192025065842499
1639030347788521500,0.9066406250000084,1.861145420805681,4.7662944707044606,0.9801454181399276
1639030347808669400,0.9267885742187474,1.2884686753180277,4.78316093697861,0.7677359191237817
1639030347828816400,0.9469355468749968,0.6809483508598099,4.570290738949092,0.5696250977129456
