time,seconds_elapsed,z,y,x
1639117759646282200,0.0732822265625,-0.22445932824909687,-0.0737919430501759,-0.0085986092582345
1639117759666363100,0.093363037109375,-0.10200140783786774,-0.0907590060725808,-0.32086335447132586
1639117759686444000,0.113444091796875,-0.10356441937088966,-0.017833324462920425,-0.7106564527839422
1639117759706525200,0.133525146484375,-0.4642565108835697,0.20754699108861385,-1.0384417154729366
1639117759726606000,0.153606201171875,0.07198211714923382,0.2079888896372169,-1.2329554027915
1639117759746687200,0.173687255859375,1.5340613328695296,-0.8312137272056191,-0.8098767054706811
1639117759766768000,0.19376806640625,2.076070945519209,-1.1251953583616763,-0.8990706541836261
1639117759786849300,0.213849365234375,1.6918325587242842,-1.8956492041781543,-2.727265155509114
1639117759806930200,0.23393017578125,0.41655718659758567,-1.8098463592082261,-2.775056249731779
1639117759827010800,0.2540107421875,1.7625988703429698,-1.4211261508241295,-3.5116613827645775
1639117759847092000,0.274092041015625,1.772373245382309,-1.900508334647119,-4.407778447839617
1639117759867172900,0.2941728515625,3.637610067901015,-2.7344764020621777,-3.8945080229401587
1639117759887252700,0.314252685546875,3.5395039139360187,-3.2988468996018168,-3.7400124577552076
1639117759907334000,0.334333984375,1.9415689515709875,-3.038400604431331,-4.555831412756443
1639117759927414800,0.354414794921875,1.7948247311651706,-3.7065436111345886,-4.139818416038155
1639117759947496000,0.374495849609375,0.8770154742419719,-2.913587060804665,-3.8522862532824274
1639117759967577000,0.3945771484375,0.3479389929234981,-2.565004217019677,-4.11358741171658
1639117759987657700,0.41465771484375,0.10526128641664981,-2.4943098015934226,-4.083772703689337
1639117760007739000,0.43473876953125,-0.7252724226355552,-2.559083594799042,-3.4746921268075703
1639117760027819800,0.45481982421875,-1.5779858147919177,-1.847507835213095,-3.520719133967161
1639117760047901000,0.47490087890625,-2.6335142741441726,-2.306521915398538,-3.2760978921771047
1639117760067982000,0.494982177734375,-3.5486072578459975,-2.4132173262715337,-1.9247732995927334
1639117760088063000,0.51506298828125,-5.246154687085747,-2.632959855131805,0.010662263789772987
1639117760108143900,0.535143798828125,-5.948569965746999,-2.1488164482563734,3.1980402545064686
1639117760128224800,0.555224853515625,-5.951696573334932,-1.6886320091173053,3.190417504543066
1639117760148306000,0.575305908203125,-5.158710796910524,-0.8173065632104873,3.3115257639110087
1639117760168386800,0.59538671875,-4.565361165384948,-0.9160492615133523,3.9988919420003888
1639117760188468000,0.615468017578125,-3.808663092394173,-0.6677081224173307,5.417395635366439
1639117760208548900,0.635548828125,-3.199235601770878,-0.14632979438602922,6.202763338002562
1639117760228629800,0.655629638671875,-2.0813371954843403,0.45258886944353577,6.140664901486039
1639117760248711000,0.6757109375,-1.2239596109092234,1.263145958393812,5.420395401704311
1639117760268791800,0.695791748046875,-0.9175576202496886,2.3104466876268384,4.698928801092505
1639117760288873000,0.715873046875,-0.2607978850871324,3.1993443228423595,4.603653486639261
1639117760308954000,0.7359541015625,-0.1946639094442129,4.3267946935892105,4.687360528373718
1639117760329034800,0.75603466796875,-0.1930640730321407,3.7752000909924504,5.783510920971632
1639117760349116000,0.776115966796875,0.5912693181201816,3.7852322401851413,5.8261751736998555
1639117760369196800,0.79619677734375,1.1329784865185617,3.8791502948105334,5.724025881823897
1639117760389278000,0.81627783203125,1.5863827639982104,2.9405314740926025,4.862266428902745
1639117760409359000,0.836359130859375,1.7416607117325067,1.9741566314429044,2.2015438298374415
1639117760429440000,0.85643994140625,3.325837197858095,2.310900861135125,1.0197323388278483
1639117760449521000,0.87652099609375,1.6635174416050313,0.45616205175518987,0.9417588723093271
1639117760469601800,0.896601806640625,3.9771398366585373,-0.6900923881828784,0.262134102126956
1639117760489683000,0.916682861328125,6.591592559719086,-0.8183949429690838,-1.738066486632824
1639117760509763800,0.936763916015625,4.694083406887948,-1.6172352906405925,-2.134079482373595
1639117760529845000,0.956844970703125,2.1730039640516043,-1.9624328759014604,-1.3624866225898264
1639117760549926000,0.97692578125,2.018022368915379,-0.6369172628343105,-0.021690438282489774
1639117760570006800,0.9970068359375,-1.527605873119831,2.4057652566999197,0.3598474573820829
1639117760590088000,1.017087890625,1.3027467318981885,1.7406278615534305,0.06927519627809524
1639117760610168800,1.0371689453125,-1.3499186713092028,2.4876786930158734,-0.022515198668837545
1639117760630250000,1.05725,-2.720150355067849,1.1212234590560197,0.6710159317910671
1639117760650331100,1.0773310546875,-0.9386607601635157,0.7371630591765046,-1.0418681827902794
1639117760670411800,1.097411865234375,1.2202959738351404,-0.5891282144382596,-2.1838409998863932
1639117760690493000,1.117492919921875,1.1018822142481803,-0.1135249646320939,-0.8607377086579799
1639117760710573800,1.13757373046875,-1.4481957979269324,0.6315066359624266,0.020762802043557165
1639117760730655000,1.157655029296875,-3.0817759280383585,0.9207365425467491,0.7766115647286176
1639117760750736000,1.17773583984375,-3.544727786064148,-0.02664893747270107,1.0673720418810844
1639117760770816800,1.197816650390625,-0.7266214991569518,-0.5474488810941577,1.1826251454800367
1639117760790898000,1.21789794921875,1.2036219024099408,-0.9121531308576464,1.011601639342308
1639117760810979000,1.23797900390625,2.939856935831904,-1.4098147754758596,0.04295534462928772
1639117760831060200,1.258060302734375,2.5066098957180976,-1.4284300440967082,0.26969956894516944
1639117760851141000,1.27814111328125,0.8851007271505892,-1.5312269862264394,0.30319618035554885
1639117760871222300,1.29822216796875,-0.54837227954939,-1.063943236476183,0.29277006340920925
1639117760891303400,1.318303466796875,-1.3704254527650772,-1.157025424799323,1.223846798184514
1639117760911383000,1.338383056640625,-0.8928922578096389,-1.6609014138877392,2.118952640390396
1639117760931464200,1.358464111328125,-0.09248290725573897,-1.4466051677346228,1.3339134390562772
1639117760951545300,1.37854541015625,-0.13335750008821487,-0.8805752125501632,0.09247194747030735
1639117760971626200,1.398626220703125,0.4665864151358604,-1.014559320104122,-0.33873218863904475
1639117760991707100,1.41870703125,0.31628464837893844,-0.46342473623454566,-1.0658066922605036
1639117761011788000,1.4387880859375,0.36782026289217173,-0.6413116984009742,-1.0332447313517332
1639117761031869200,1.458869140625,-0.5711258900839835,-0.6357400357484817,-0.6699667149990797
1639117761051950300,1.478950439453125,-1.0454711757183075,0.0680962156265974,0.6626140141487121
1639117761072031200,1.49903125,-0.9831868612408637,0.717604079964757,0.9594394904285669
1639117761092112400,1.5191123046875,-0.8345522970438003,1.017830596859753,0.5669681128174067
1639117761112193000,1.539193115234375,-1.2368027258694172,1.364988376277685,1.1506985598653554
1639117761132274200,1.559274169921875,-0.2606756469469517,0.6978706209689378,-0.34324937380254267
1639117761152355000,1.57935498046875,-0.365005863058567,0.43161447047591206,-2.0325252337813375
1639117761172436200,1.599436279296875,-1.2786708597838878,2.253231639237702,-2.3569863204836845
1639117761192517400,1.619517333984375,-0.9158828189052641,4.392841283209622,-0.46970893107056616
1639117761212598000,1.639597900390625,0.8751054028369486,1.7512132607147097,1.5296487771242857
1639117761232679200,1.65967919921875,-0.2777618793696165,-0.1630845298320055,1.3609832322895525
1639117761252760000,1.679760009765625,-0.46081718408465383,-0.6022744039982557,1.961219408458471
1639117761272841200,1.69984130859375,0.03354161959588527,-1.27632605022341,3.2814117806762453
1639117761292922400,1.71992236328125,0.8451762746497988,-2.155857306678593,2.1602853522539136
1639117761313003300,1.740003173828125,0.4270683514788747,-1.0149041880190373,2.118905878639221
1639117761333084200,1.760084228515625,1.1638321822047233,-2.641713362690806,0.36022096686959265
1639117761353165000,1.7801650390625,-0.5593494545072317,-2.688607800334692,-0.3612625848770141
1639117761373246200,1.80024609375,-0.22469868996292353,-2.0037872150748965,0.023253449815511702
1639117761393327400,1.820327392578125,0.636931291359663,-0.1746880199946463,0.6951783131450414
1639117761413408300,1.840408203125,-2.111274360847473,1.8692690006442367,-1.1943056464016437
1639117761433489200,1.8604892578125,3.1680878915742037,1.166555469688773,1.7506518274396656
1639117761453570000,1.880570068359375,-5.441515346622467,-1.0182651158194989,-6.8778422814488405
1639117761473651200,1.900651123046875,1.0886341717489063,3.7056744270846247,1.183525309190154
1639117761493732000,1.920732177734375,0.39170506941378114,-0.14410130468159912,0.07098726089298725
1639117761513813200,1.940813232421875,-0.4268194912843406,3.170442638006806,-5.07346821617186
1639117761533894400,1.960894287109375,-0.03972659184113145,2.6013874897822737,-3.2564117794543503
1639117761553975000,1.98097509765625,-1.1942274665988981,2.0096528922379018,0.8119108416467905
1639117761574057200,2.00105712890625,-1.5484779807567595,1.851194707032293,-0.020581015735864638
1639117761594138000,2.02113818359375,-1.074925087609142,0.3851650001205504,-0.26390286536514757
1639117761614219300,2.04121923828125,0.48685222744271156,0.38145986199229953,-0.011946458381414412
1639117761634300200,2.061300048828125,2.7872651584416626,-0.3707109428323805,-1.32859312081635
1639117761654381300,2.08138134765625,4.035231083360314,-0.9724847038321196,-2.7245500513315197
1639117761674462200,2.101462158203125,4.006678358092904,-1.1719561596885322,-2.894336709150672
1639117761694543000,2.121543212890625,0.8003034059613943,-1.2438995522625744,-0.8820090447455644
1639117761714624300,2.141624267578125,-2.1673405314624308,-0.37629349220506847,-0.06116553958058357
1639117761734705200,2.161705078125,-2.1694974172353745,-0.265027631611377,3.1394822670757767
1639117761754786300,2.181786376953125,-1.575947002440691,-0.4187332519950345,2.773675609028339
1639117761774867200,2.2018671875,-0.42036125505566596,0.6896528277218341,0.38111762442588804
1639117761794948000,2.221947998046875,0.7164109246574342,-0.3950065951772034,-1.3714631252497433
1639117761815029200,2.242029296875,1.6731130990765988,-0.25095661882404235,0.27246611104905605
1639117761835110000,2.26210986328125,1.2937433412313462,1.0164544862009584,-0.5581693048119545
1639117761855191000,2.28219091796875,0.07520327115282416,-1.0486639073450117,-1.3108750932961701
1639117761875272000,2.30227197265625,-0.2599988436639309,-0.03637406654283404,5.100184373661875
1639117761895353000,2.32235302734375,-0.27940876979380846,-2.34370627541095,2.0930524754583835
1639117761915434200,2.342434326171875,-2.729883521313965,2.5911358526200057,1.063045995375514
1639117761935515000,2.362514892578125,1.1471651250422,0.41471243551373477,-1.9863994424223899
1639117761955596000,2.382595947265625,-0.12466712089329957,-0.17143581326566634,0.5428741205245257
1639117761975677000,2.402677001953125,-0.09530307924300431,-0.15546923252269626,-1.3089736435890198
1639117761995758000,2.422758056640625,-0.3780149822354317,0.18329364351555705,-1.925137456730008
1639117762015839000,2.4428388671875,-2.0725725820094345,0.8092816621869802,-0.4548316799342632
1639117762035920100,2.462920166015625,-1.23505354411453,0.4939069682598114,-0.9583458499729632
1639117762056001000,2.4830009765625,-0.10129735122174024,0.8068208250313996,-0.018808160844445226
1639117762076082000,2.50308203125,0.2072305455505848,-0.07423720259964466,-0.9094330582439899
1639117762096163000,2.5231630859375,0.9907666488453746,-0.6412070689827203,-0.39761283215284343
1639117762116244000,2.543243896484375,1.064166523838043,-1.554685603225231,0.8381845160663127
1639117762136325000,2.5633251953125,0.6238004454992712,-0.7571253584921359,0.23050620719790457
1639117762156406000,2.583406005859375,-0.13662000901550053,1.3837287325829266,0.8389116612970828
1639117762176487000,2.60348681640625,-0.45031347185745835,1.1604133136719466,0.9600289807543158
1639117762196568000,2.623568115234375,-0.2763853303194046,0.3888280526727438,1.6188041473925112
